kind,.pred_AI,.pred_class,detector,native,prompt,document,document_id,char_count,readability_score,sentiment_score,keyword_I,keyword_my,keyword_we,keyword_me,keyword_feel,keyword_love,keyword_hate,keyword_afraid,keyword_gonna,keyword_wanna,keyword_you,keyword_know,keyword_kinda,keyword_like,keyword_uh,word_count,sentence_count,avg_word_length,unique_word_count,keyword_I,keyword_my,keyword_we,keyword_me,keyword_feel,keyword_love,keyword_hate,keyword_afraid,keyword_gonna,keyword_wanna,keyword_you,keyword_know,keyword_kinda,keyword_like,keyword_uh,keyword_I,keyword_my,keyword_we,keyword_me,keyword_feel,keyword_love,keyword_hate,keyword_afraid,keyword_gonna,keyword_wanna,keyword_you,keyword_know,keyword_kinda,keyword_like,keyword_uh
AI,0.25,Human,ZeroGPT,,Plain,"

The QA system is the backbone of natural language processing (NLP) and is an essential tool for extracting relevant information from large texts. The QANet model, a recently proposed neural network-based architecture, has proved to be an effective choice for QA system. Its parallelization capability across spatial and temporal dimensions, and dynamic self-attention mechanisms for contextual word representation make it superior to other standard models for QA tasks. This report aimed to investigate the effectiveness of QANet for the Question-Answering (QA) system on the Stanford Question Answering Dataset (SQuAD). The evaluation demonstrates that the QANet model provides a superior alternative to traditional models for the QA system, resulting in state-of-the-art performance, which can be further improved through fine-tuning and suitable optimization.",9,864,13.07,0.9633,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,137,5,5.416058394160584,90,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Human,0.0120910536497831,Human,HFOpenAI,No,,"The place I would like to visit most is the outer space，the place where most of the physical laws on the earth do not apply. It is interesting to see everything floating in the air. And the term “in the air” should also be modified simply because there is no air anyway. It is interesting to walk the distance in a whole new style. And it is interesting to see the mother planet from a whole new angle. This big blue crystal sphere，from the pictures taken by those astronauts, the sight is marvelous. And I am dying to see this big blue ball in this style.",496,556,81.53,0.9062,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116,7,3.8879310344827585,70,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AI,6.3575767853763e-05,Human,OriginalityAI,,Elevate using literary,"Behold, a hitherto example of a college application essay:

As a scholar of the secondary education circuit, I indulged in a great deal of volunteering. I dedicated countless hours to serving meals at destitute shelters, reading to ailing youngsters in medical wards, and participating in community cleanup projects. Initially, I joined these activities to fulfill my service hours, but over time they transformed into an essential fragment of my life. It wasn't until a particular incident, however, that I comprehended the full effect my volunteer work had on my personal development.

One summer, I participated in an entire week's trip designated for community service to a town ravaged by poverty. It was my first voyage outside my privileged suburb and the first time I confronted the reality of economic inequality. While engaging in painting and repairing run-down abodes, I networked with the residents and heard accounts of their persistent strivings and indomitable will amidst adversity. It was an eye-opening episode that unraveled the privilege I had always taken for granted.

One inhabitant, Mr. Johnson, an elderly gentleman whose dwelling had been devastated by a recent storm, left an indelible mark on me. As we repaired his house, I listened to his story of growing up during the Civil Rights Movement and overpowering racial discrimination. His fortitude and tenacity inspired me, and I realized that my volunteerism was not just about serving others, but also about imbibing knowledge from them.

This excursion kindled a surge of personal development and a new dimension of self-awareness and sensitivity towards others. I learned the value of leaving my comfort zone and experiencing diverse perspectives. I started to question my prejudices and preconceptions and developed an unexplored admiration for diversity.

This experience fortified my future goals, and I now aspire to pursue a public service career, where I can continue to serve and learn from those in my surroundings. Overall, this episode taught me that the most poignant triumphs do not stem from what I do for myself but what I do for others.",66,2134,34.36,0.9621,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,377,16,4.750663129973475,219,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
Human,0.62547731399536,AI,OriginalityAI,Yes,,"Title: Building a QA system (IID SQuAD track)
Abstract: Question answering is an intriguing NLP task, as it provides a measurement for how well the model can understand the text and perform  different kinds of logical reasoning. This project aims to build a question answering system based off BiDAF model that works well on Stanford Question Answering Dataset 2.0 (SQuAD 2.0). We examine the effect of character-level embedding, self-attention mechanism, answer-pointer, and transformer blocks. After model comparison and hyperparameter search, our best model with character-level embedding, self-attention, and GRU layers achieves an F1 Score of 63.408 and a EM Score of 60.456 on CS224N internal test set of SQuAD 2.0.",748,721,47.08,0.7579,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,127,4,4.811023622047244,85,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Human,3.016788938837779e-33,Human,GPTZero,Yes,,"Dear local newspaper, A question that recently came to my attention is people are spending to much time on the computer, and if this is a good thing, I believe that computers are a good electronic item to have. I think this because, it helps people learn. Also, people can keep in touch with their friends even if they I've in a different country. In addition, it can help people or students be @CAPS1 please consider this in our newspaper. Would you like students/people to have internet and searches that can help them learn? The answer is ""yes"". Having to computers can help students to learn. They can go onto @LOCATION2 and type in any question they want to be answered. Picture this a child has a question that she wants answered, but she is embarrased to ask her parents. She can simply type the question in on her computer and get hundreds of answers. There is nobody in the world that knows everything, but there are computers that do. Computers can give you the answer to any question. When my mom was little she didn't have access to a computer all the time. @CAPS1 when she had a question she would have to ask somebody she know. If they didn't know the answer than she couldn't know the answer. If more people had computers then they would the to questions. Computers are a good way to keep in touch with people. These are @CAPS4 programs such as @CAPS2, @CAPS3, aim, ect.. My dad owns a buisness and needs to be in touch with people for seven @CAPS1 he around his iphone to talk to them by email. It helps my dad know when pappers and whos asking on what. I asked ten adults if they think everyone should have to a computer and ten out of ten said ""yes."" @CAPS4 people think that friends and family important and should stay with them every and a while. I have a friend who lives in @LOCATION1, but I cant contact her with my phone because are doesnt me and her talk on @CAPS2 all the time. @CAPS1 if people dont own phones then you can still stay in contact with computers. if they far away. Do you have perfect handwriting? The answer is probably no. People use @ORGANIZATION1 all the time because there handwriting isn't Computers help people stay clean and tidy. Computers have of folders and programs to store information you need. This all stays next all on the computer. My friend just get a computer for her office. Before she got it one hand everything and kep them all her desk in a mess. She had filled with pappers. But after she got a computer she typed everything neatly and kept all her pappers in the folders of her computer. She was @CAPS1 neat and clean that she got promoted. My friends moms changed because she got a computer. She became and cleaner. Picture this you are overwhelmed by all the papers on your desk. You dont know what papper is what. Well if you had a computer you could type eerything and keep them in your computer files. also @PERCENT1 of adults staying is good. I know you the local newspaper, have a very hard job and decision to make. I beileve that computers are good and helpful. Because they can help people find information they need. Also, they can keep people in touch with buisness workers, friend, students, family, ect. In addition, computers can help people get neat and clean. @CAPS1 please consider puting my essay in the Newspaper.",170,3301,75.4,0.9986,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,692,46,3.907514450867052,248,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
AI,0.375,Human,ZeroGPT,,Plain,"This report outlines the development of a robust question-answering (QA) system using data augmentation techniques. The goal of the project was to improve the accuracy of a pre-existing QA model by increasing the amount and diversity of training data. The team explored various methods including back-translation, synonym replacement, and paraphrasing to expand the size of the dataset. The augmented data was then used to fine-tune the pre-existing QA model using a transfer learning approach. The results demonstrate a significant improvement in model accuracy, with the augmented data allowing the model to better handle ambiguity and difficult questions. This report concludes that data augmentation is a powerful technique for improving the robustness and accuracy of QA systems and recommends its use in future endeavors.",652,827,25.29,0.9538,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,134,6,5.2611940298507465,79,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Human,0.0020245749037712,Human,HFOpenAI,Yes,,"Title: SQuAD - Refined Implementation of Contextually Enriching Passage Sequences (SQUAD-RICEPS)
Abstract: Our default project took on the task of SQuAD 2.0 Question Answering using inspiration from an approach described in Christopher Clark's 2017 paper, ""Simple and Effective Multi-Paragraph Reading Comprehension"". We combine the embedding, encoding, and bi-attention of BiDAF with an additional two layers of self attention. Our findings see an improvement when using a TriLinear attention layer on top of a Multiheaded Scaled Dot Product Self Attention layer. While we had promising results with character embeddings on the dev set, we were unable to refine our implementation of character embeddings to improve our model. We were able to produce an EM score of 59.5 and an F1 score of 62.7 which improved on the BiDAF baseline's score of 56.3 and 59.4.",859,858,39.63,0.9584,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,150,5,4.8533333333333335,102,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,5.96830719401531e-07,Human,Sapling,,Elevate using technical,"The report delves into the issue of Out-of-Domain Question Answering (ODQA) and suggests utilizing Adversarial Training (AT) to enhance the performance of ODQA models. ODQA pertains to an AI model's capability of responding to questions from subjects it hasn't been trained on, a crucial skill for practical applications. However, existing ODQA models exhibit low performance regarding out-of-domain questions. The study examines the practicability of using AT to alleviate this concern by producing adversarial examples that help the model acquire more durable features. The experimental outcomes demonstrate that AT can result in noteworthy progress in the performance of ODQA models, encompassing different out-of-domain test sets.",510,734,16.52,-0.1531,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,118,5,5.3474576271186445,82,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.0006564767457216,Human,GPTZero,,Elevate using technical,"This report discusses the optimization and feature engineering methods used to enhance the performance of machine learning models on SQuAD 2.0, a well-known question-answering dataset that employs a given context passage. The report analyzes the state-of-the-art models, identifies their limitations, and proposes various optimization approaches, such as learning rate scheduling, gradient clipping, and weight decay, to improve model performance. Furthermore, the report emphasizes the significance of feature engineering techniques, like word embedding, named entity recognition, and syntactic parsing, to enhance the quality of input features for machine learning models. Finally, experimental findings presented in the study prove a notable improvement in model accuracy on SQuAD 2.0 by utilizing optimization and feature engineering techniques.",608,849,10.09,0.9274,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,130,4,5.6692307692307695,78,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
AI,0.0498744845390319,Human,Quil,,Plain,"The Sesame Street Ensemble is a novel approach to natural language processing that combines a variety of DistiIBERT models to achieve improved accuracy and performance. Our research team explored the use of multiple pre-trained language models, including DistilBERT, RoBERTa, and ALBERT, to create a diverse ensemble that could accurately interpret an array of natural language tasks, such as sentiment analysis and text classification. We tested the Sesame Street Ensemble against several benchmark datasets and found that it consistently outperformed individual models and other state-of-the-art ensemble techniques. Our findings suggest that combining multiple DistiIBERT experts through a carefully weighted averaging mechanism can lead to significant improvements in natural language processing tasks, and may serve as a promising avenue for future research.",461,863,7.19,0.9601,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,130,4,5.723076923076923,86,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Human,0.9861785173416138,AI,HFOpenAI,No,,"Allen Iverson, the NBA superstar, is definitely one of the people for whom I have a huge admiration. I admire him a lot because he is such a hard-working guy that you would feel like there’s nothing he cannot do. Once I watched an interview of his coach in high school on NBC. He said that Allen was just super diligent. He was always the first person that arrived for the training, and always the last one to leave. He usually stayed for another 2 hours after all his teammates left for dinner. So it’s definitely his hard work that made him one of the most phenomenal players in the league.",49,592,72.26,0.959,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,126,7,3.8253968253968256,84,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
AI,0.0017690741224214,Human,OriginalityAI,,Elevate using technical,"Accurate inquiry resolution is an indispensable feature for natural language processing systems. Nonetheless, domain adaptation poses a challenge for these systems concerning the transfer of information from one domain to another, especially in the presence of domain-specific language and jargon. In this study, a domain-adversarial training approach is proposed to enhance the resilience of question-answering systems. The model integrates domain-specific measures during training and applies a classifier that distinguishes between different domains. The performance of the proposed model is evaluated on various benchmark datasets, and the outcomes indicate consequential enhancements in accuracy and robustness compared to the existing state-of-the-art models. The proposed approach holds the potential of enabling question-answering systems to perform optimally across multiple domains, leading to their increased practicality in real-world scenarios.",48,957,-0.31,0.7351,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,135,6,6.177777777777778,87,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.9997074007987976,AI,HFOpenAI,,Simplify like non-native,"Dear Newspaper, 

I read your recent article about how computers and the internet are affecting society. In my opinion, they are helping because I have learned how to do things quickly and efficiently online, such as clearing out debris properly. This is important because doing it the wrong way can be dangerous. The internet can also be helpful in emergency situations when finding family members is crucial. 

Although computers can affect how we exercise, there are pros and cons. The internet provides information on healthier and more effective ways to stay fit, but there are also negative effects such as becoming addicted to technology or experiencing increased body heat. However, these negative effects are only a problem if you don't use the internet responsibly. In conclusion, it's important to use technology wisely to improve our health and well-being.",133,868,37.0,0.0891,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,155,8,4.690322580645161,103,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
AI,0.2440793365240097,Human,HFOpenAI,,Simplify like non-native,"Imagine a world without computers. Communication, schoolwork, and entertainment would be more difficult. Computers have many benefits, including improved communication through email, instant messaging, and video conferencing. They also make learning easier and faster through programs like Microsoft Word and online resources like encyclopedias and tutors. Computers offer a lot of fun, including online movies, TV shows, gaming, and browsing the latest news. Computers make life easier and better by allowing us to communicate instantly, work on school projects, learn new things, and have fun.",350,595,31.68,0.9745,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,103,6,4.961165048543689,69,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
AI,2.53637292106923e-05,Human,Sapling,,Elevate using literary,"

As a sophomore in high school, I harboured a fervent desire to throw my hat into the ring for the student council president position, confident in my abilities honed from being an active council participant. Tragically, my hopes and aspirations were tampered by deceitful rumors and vandalized posters disseminated by a rival competitor- sour incidents which left me crestfallen and defeated.

Initially, I was overwhelmed by a wave of despondency. I had signalled considerable zeal and assiduity to the campaign and its outcome yet the universe seemed intent on dealing me a harsh blow. However, like a Phoenix reborn from the ashes, my ordeal galvanized unyielding reflections the essence of which unveiled invaluable life lessons. Above all, I gleaned the notion that the existence of antagonizing forces shouldn't diminish the potency of my ambition. More importantly, I discovered that leadership goes beyond postulations of titles and credentials. Revealingly, I remained a well-engaged council member, steadfastly championing worthy causes that resonated with my person.

The crowning lesson that emerged from my ordeal was gravity's rapacious generational appetite for failure, not being modestly egalitarian in its distribution. The experience in its entirety had gifted me a dimension of emotional depth that defied age, as I realised that my set back was not an expiration of my ambition or an indictment of my leadership capabilities; but a springboard into greater things. Now, with even more conviction, I am resolved in putting one foot in front of the other on the path to my goals. In summation, though my student council campaign was challenging, it proved to be a crucible of growth that refined my leadership capacity.",1,1740,31.41,0.8883,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,304,12,4.815789473684211,181,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
AI,0.0007840394973754,Human,Quil,,Elevate using technical,"This report investigates the usage of Importance Weighting (IW) in the field of Robust Question Answering (QA) in the context of natural language processing. QA systems generally encounter difficulties in processing unbalanced, noisy, and biased data. IW is a statistical methodology that assigns weights to data samples based on their significance, resulting in a more reliable and robust QA system. The report evaluates various IW techniques applied to QA, including direct weighting, doubly robust estimation, and targeted learning. Furthermore, the report highlights the advantages of incorporating IW in QA, including better performance and accuracy while lowering bias. The report also suggests future research prospects in this direction.",648,745,19.57,0.919,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,125,6,5.112,79,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.0,Human,ZeroGPT,,Enhance like native,"Years ago during my travels to Australia, I resided in a home situated on the fringe of a lush forest. In the evenings as the warmth dissipated, I delighted in illuminating a lantern, reclining in a wicker chair on the veranda, and immersing myself in a good book. The tranquility was so profound that the gentle zephyr served as the sole reminder of time's ceaseless march. I adored how the moonlight streamed through the branches, casting a delicate pattern on the ground; all the while, the birds had ceased their melodious songs, replaced by the intermittent chirps of crickets. Everything was sheer perfection.",913,615,50.57,0.9666,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,117,5,4.384615384615385,80,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.981724739074707,AI,Quil,,Enhance like native,"In my free time, I frequently engage in browsing the internet. Online resources allow me to gain a deeper understanding of the world, ultimately contributing to my success. When choosing which university to attend and which major to pursue after high school, the internet provided valuable insights about the future prospects of potential careers. I even consulted with professionals in those respective fields to gather their perspectives. I found this process to be incredibly useful.",357,486,39.33,0.975,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,83,5,4.963855421686747,62,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.0001000593472,Human,GPTZero,,Plain,"

This final report compares the performance of two techniques, Mixture of Experts (MoE) and Domain Adversarial Training (DAT), with data augmentation to improve out-of-domain question answering accuracy. Both techniques have been widely used in natural language processing (NLP) and have shown positive results in handling challenging NLP tasks. Our experimental analysis is conducted on two publicly available out-of-domain datasets. The results suggest that the MoE model outperforms the DAT model with data augmentation in terms of generalization on the out-of-domain datasets. Through this evaluation, we aim to provide insights to researchers and practitioners working in NLP for selecting appropriate models to improve their out-of-domain question answering systems.",18,773,15.91,0.875,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,121,5,5.4958677685950414,78,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.0001954436302185,Human,Quil,,Enhance like native,"When I was young, I resided in a suburban neighborhood, which was adjacent to a cornfield. One day, my friends and I sought out an exhilarating adventure, so we stealthily entered the field. As the least agile of the group, I was assigned to keep guard. After gathering some corn, we hurried home, eager to avoid being detected. We then assembled a makeshift stove with bricks, ignited a fire using dry leaves, and roasted the corn. I must admit, that grilled corn remains unrivaled in taste to this day.",901,504,73.37,0.8008,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,105,6,3.961904761904762,70,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
AI,0.7145452284755509,AI,GPTZero,,Plain,"The report focuses on the reimplementing of the Dynamic Chunk Reader, which is a tool for parsing, extracting, and decoding of various file formats. The goal of this project was to improve the existing implementation of the tool to enhance its performance and make it more user-friendly. The report discusses the various design and implementation decisions made during the project, such as the use of data structures, algorithms and programming techniques. Additionally, the report presents the tests conducted to validate the functionality of the tool, such as its accuracy and efficiency. The results show that the tool was successfully reimplemented, and its performance was significantly improved. The project contributes to the field of data extraction and decoding tools by providing a more efficient, reliable, and user-friendly tool for extracting data from various file formats.",511,887,31.92,0.9577,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,150,6,5.026666666666666,76,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Human,0.0001698809937806,Human,HFOpenAI,Yes,,"I’m 6. The sounds of hornpipe and laughter drift across the gymnasium-turned-cafeteria-turned-auditorium. Mum caught me dancing to some of her old Irish tapes — the Chieftains, Sinead O’Connor. She asked me if I wanted to do it for real. I said sure and went back to dancing. Now a freckled woman digs around in a cardboard box and pulls out a pair of dusty, worn black shoes. “Don’t worry,” she says, “you’ll learn eventually.” The shoes are too big; they sag at the toes. I approach the stage. Twenty-five pairs of eyes fix on me. In a room bustling with motion, everything stands still. It doesn’t matter that I feel like a clown in an ill-fitting costume. All that matters is the dancing. I’m 9. I sit in the hallway of the Times Square Marriott watching girls in big wigs and sparkly dresses run around, squawking like glamorous, unhinged chickens. In my tartan skirt and simple bun, I feel like an ugly duckling. The bobby pins dutifully securing my bun in place make my scalp ache. My hands slide to my shoes. They’re too tight. Mum put them on her feet to “try and stretch them out a little.” I pass some over-enthusiastic dance moms who put the “mother” in “smother.” I reach the stage. A hundred pairs of eyes fix on me. In a hotel bustling with motion, everything stands still. It doesn’t matter that I’m out of place. All that matters is the dancing. I’m 12. My brain won’t stop flipping through disastrous scenarios as I stand with my teammates in a hotel in Orlando, Florida. We’ve trained for months, sacrificed everything for this moment. I try to think of happy things: the pride on Dad’s face when he watches me dance, the freedom of flying across a stage on invisible wings. We recite our steps like a poem, the sequences like a song that carries us through an ocean of fiddles, pipes, and drums. My parents sacrificed a lot to send me here. I want to make them proud. I want to make myself proud. We approach the national stage. A thousand pairs of eyes fix on me. In a world bustling with motion, everything stands still. It doesn’t matter that I feel like a fraud. All that matters is the dancing. I’m 15. An Irish accent lilts through the ballroom of the World Championships. It sounds like mashed potatoes and Sunday bests and the green hills of home that I know so well. We mutter a prayer. I’m not sure I believe in God, though I should. I look at my partner and wish we were more than friends. She smiles. I don’t think God believes in me. We ascend the stage. A million pairs of eyes fix on me. In a universe bustling with motion, everything stands still. It doesn’t matter that I’ll never be enough. All that matters is the dancing. I’ll be 18. Murmuring voices will hover in the air of the gymnasium-turned-cafeteria-turned-auditorium. A little girl will approach me timidly, wearing a very old tartan skirt. I’ll reach out softly, adjusting her bun to soothe her aching scalp. Then, I’ll slide my hands toward her feet, toward a pair of small, dusty shoes. “You’ll learn,” I’ll say. They’ll sag at the toes, but I’ll reassure her: “Don’t worry. You’ll grow into them.” Then, she and I will look at my own beloved shoes. They’ll be worn, but I’ll tell her the creases are like a map, evidence of the places I’ve been, the heartbreaks I’ve suffered, the joy I’ve danced. My life is in these shoes. We’ll hear the music begin to play, the tide of fiddles, and pipes, and drums. I’ll take her hand and, with a deep breath, we’ll climb the stage. “Ahd mor.” It won’t matter that this is the end. All that has ever mattered is the dancing.",377,3564,86.2,0.9851,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,840,63,3.4714285714285715,314,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0
Human,2.336849063421202e-20,Human,GPTZero,Yes,,"Computers are a good benefit to society they you to talk to people give different for you the the latest updates. First they allow you to chat with friends they allow you to message anytime you want. You can talk to people the faraway you lose. For example your friend live the other side of the globe you an your computer and message so you can still talk to them all the time. Also when your bored it will give you something to do. You could see if anyone wants to make plans to hangout. And if you just want to stay home all day you can still interact with people. Secondly it gives you new ideas on things. It shares oppions. Maybe someone bought same they and it did not work you could see the comments and review. Would you want to spend you money on some thing that did network? I woudn't. You can also see majority of people like what they got. Also they make you think of something you would not think about before say you had are mark about how this horrible maybe if you read the page it online it shows what you did wrong what you did not do. It gives you the to try something you @MONTH1 enjoy what you get. Lastly it gives you the latest updates it can share if the sched is closed, delayed, or open. You wouldn't have to wait for the news to show it. It can tell you about crimes that are happening. Also it tells you about your town. Who dont want to know whats going on your own? It tells you new things that are in your town or what their going to make or it tells you what it is getting rid of. Computers are they lot us chat with friends and family. It gives us thoughts we @MONTH1 have never thought about before and they tell us the newest updates.",71,1670,81.73,0.9416,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,357,23,3.761904761904762,159,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0
Human,0.0,Human,ZeroGPT,Yes,,"Title: Building a QA system (IID SQuAD track)
Abstract: Question answering is an intriguing NLP task, as it provides a measurement for how well the model can understand the text and perform  different kinds of logical reasoning. This project aims to build a question answering system based off BiDAF model that works well on Stanford Question Answering Dataset 2.0 (SQuAD 2.0). We examine the effect of character-level embedding, self-attention mechanism, answer-pointer, and transformer blocks. After model comparison and hyperparameter search, our best model with character-level embedding, self-attention, and GRU layers achieves an F1 Score of 63.408 and a EM Score of 60.456 on CS224N internal test set of SQuAD 2.0.",748,721,47.08,0.7579,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,127,4,4.811023622047244,85,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Human,0.0001000593472,Human,GPTZero,Yes,,"Title: Improving QA Robustness through Modified Adversarial Training
Abstract: We improved the domain generalizability of a DistilBert Question Answering (QA) model by implementing adversarial training. By putting a conventional QA model in competition with a discriminator, we were able to generate domain invariant features that improved the QA model's robustness. We augmented this strategy by retraining our model on all of our available datasets to gain the best performance. Our model performed better than the baseline with unseen out of domain datasets.",803,561,16.83,0.9382,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,92,4,5.217391304347826,65,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,9.605961460712464e-07,Human,Sapling,,Enhance like native,"During my university days, I relished studying until midnight before retiring to my dormitory for rest. The campus exuded tranquility at such hours, with desolate streets and extinguished lights, giving me the illusion of having the entire grounds to myself. My usual route involved traversing a park nestled within the campus confines where moonbeams cast their glow through intertwined branches. As avian melodies ceased, the sporadic chirping of crickets filled the silence. One could easily ponder if time had come to a standstill were it not for the gentle zephyr caressing one's skin. The ever-present, subtle fragrance of unidentifiable blossoms evoked the essence of succulent summer peaches. Oh, how I cherished my time at university.",199,743,46.37,0.8173,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,129,7,4.875968992248062,97,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
